sectror_id, lat
422,269
423,269
424,269
425,269
426,269
427,269
428,269
429,269
430,269
431,269
432,269
433,269
434,269
435,269
436,269
437,269
438,269
439,269
440,269
441,269
442,269
443,269
444,269
445,269
446,269
447,269
448,222
449,222
450,222
451,222
452,222
453,222
454,222
455,222
456,222
457,222
458,222
459,222
460,222
461,222
462,222
463,222
464,222
465,222
466,222
467,222
468,222
469,222
470,222
471,222
472,222
473,222
474,222
475,222
476,222
477,222
478,222
479,222
480,290
481,290
482,290
483,290
484,290
485,290
486,290
487,290
488,290
489,290
490,290
491,290
492,290
493,290
494,290
495,290
496,290
497,290
498,290
499,290
500,290
501,290
502,290
503,290
504,290
505,290
506,290
507,290
508,290
509,290
510,290
511,290
512,178
513,178
514,178
515,178
516,178
517,178
518,178
519,178
520,178
521,178
522,178
523,178
524,178
525,178
526,178
527,178
528,178
529,178
530,178
531,178
532,178
533,178
534,178
535,178
536,178
537,178
538,178
539,178
540,178
541,178
542,178
543,178
544,170
545,170
546,170
547,170
548,170
549,170
550,170
551,170
552,170
553,170
554,170
555,170
556,170
557,170
558,170
559,170
560,170
561,170
562,170
563,170
564,170
565,170
566,170
567,170
568,170
569,170
570,170
571,170
572,170
573,170
574,170
575,170
576,159
577,159
578,159
579,159
580,159
581,159
582,159
583,159
584,159
585,159
586,159
587,159
588,159
589,159
590,159
591,159
592,159
593,159
594,159
595,159
596,159
597,159
598,159
599,159
600,159
601,159
602,159
603,159
604,159
605,159
606,159
607,159
608,159
609,159
610,159
611,159
612,159
613,159
614,159
615,159
616,159
617,159
618,159
619,159
620,159
621,159
622,159
623,159
624,159
625,159
626,159
627,159
628,159
629,159
630,159
631,159
632,159
633,159
634,159
635,159
636,159
637,159
638,159
639,159
640,168
641,168
642,168
643,168
644,168
645,168
646,168
647,168
648,168
649,168
650,168
651,168
652,168
653,168
654,168
655,168
656,168
657,168
658,168
659,168
660,168
661,168
662,168
663,168
664,168
665,168
666,168
667,168
668,168
669,168
670,168
671,168
672,192
673,192
674,192
675,192
676,192
677,192
678,192
679,192
680,192
681,192
682,192
683,192
684,192
685,192
686,192
687,192
688,192
689,192
690,192
691,192
692,192
693,192
694,192
695,192
696,192
697,192
698,192
699,192
700,192
701,192
702,192
703,192
704,200
705,200
706,200
707,200
708,200
709,200
710,200
711,200
712,200
713,200
714,200
715,200
716,200
717,200
718,200
719,200
720,200
721,200
722,200
723,200
724,200
725,200
726,200
727,200
728,200
729,200
730,200
731,200
732,200
733,200
734,200
735,200
736,209
737,209
738,209
739,209
740,209
741,209
742,209
743,209
744,209
745,209
746,209
747,209
748,209
749,209
750,209
751,209
752,209
753,209
754,209
755,209
756,209
757,209
758,209
759,209
760,209
761,209
762,209
763,209
764,209
765,209
766,209
767,209
768,207
769,207
770,207
771,207
772,207
773,207
774,207
775,207
776,207
777,207
778,207
779,207
780,207
781,207
782,207
783,207
784,207
785,207
786,207
787,207
788,207
789,207
790,207
791,207
792,207
793,207
794,207
795,207
796,207
797,207
798,207
799,207
800,278
801,278
802,278
803,278
804,278
805,278
806,278
807,278
808,278
809,278
810,278
811,278
812,278
813,278
814,278
815,278
816,278
817,278
818,278
819,278
820,278
821,278
822,278
823,278
824,278
825,278
826,278
827,278
828,278
829,278
830,278
831,278
832,247
833,247
834,247
835,247
836,247
837,247
838,247
839,247
840,247
841,247
842,247
843,247
844,247
845,247
846,247
847,247
848,247
849,247
850,247
851,247
852,247
853,247
854,247
855,247
856,247
857,247
858,247
859,247
860,247
861,247
862,247
863,247
864,269
865,269
866,269
867,269
868,269
869,269
870,269
871,269
872,269
873,269
874,269
875,269
876,269
877,269
878,269
879,269
880,269
881,269
882,269
883,269
884,269
885,269
886,269
887,269
888,269
889,269
890,269
891,269
892,269
893,269
894,269
895,269
896,249
897,249
898,249
899,249
900,249
901,249
902,249
903,249
904,249
905,249
906,249
907,249
908,249
909,249
910,249
911,249
912,249
913,249
914,249
915,249
916,249
917,249
918,249
919,249
920,249
921,249
922,249
923,249
924,249
925,249
926,249
927,249
928,234
929,234
930,234
931,234
932,234
933,234
934,234
935,234
936,234
937,234
938,234
939,234
940,234
941,234
942,234
943,234
944,234
945,234
946,234
947,234
948,234
949,234
950,234
951,234
952,234
953,234
954,234
955,234
956,234
957,234
958,234
959,234
960,166
961,166
962,166
963,166
964,166
965,166
966,166
967,166
968,166
969,166
970,166
971,166
972,166
973,166
974,166
975,166
976,166
977,166
978,166
979,166
980,166
981,166
982,166
983,166
984,166
985,166
986,166
987,166
988,166
989,166
990,166
991,166
992,245
993,245
994,245
995,245
996,245
997,245
998,245
999,245
1000,245
1001,245
1002,245
1003,245
1004,245
1005,245
1006,245
1007,245
1008,245
1009,245
1010,245
1011,245
1012,245
1013,245
1014,245
1015,245
1016,245
1017,245
1018,245
1019,245
1020,245
1021,245
1022,245
1023,245
